- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 2 342660
Tc99 RadioactiveDecay 2 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 2 342660
Tc99 RadioactiveDecay 2 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 2 342660
Tc99 RadioactiveDecay 2 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 2 342660
Tc99 RadioactiveDecay 2 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 3 342660
Tc99 RadioactiveDecay 3 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
- - 0 0
#END
Mo99 nCapture 3 342660
Tc99 RadioactiveDecay 3 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 2 342660
Tc99 RadioactiveDecay 2 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
#END
- - 0 0
#END
Mo99 nCapture 4 342660
Tc99 RadioactiveDecay 4 9.61096e+12
Tc99[142.683] RadioactiveDecay 4 31197
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[142.683] RadioactiveDecay 1 31197
#END
Mo99 nCapture 3 342660
Tc99 RadioactiveDecay 3 9.61096e+12
Tc99[142.683] RadioactiveDecay 3 31197
#END
Mo99 nCapture 3 342660
Tc99 RadioactiveDecay 3 9.61096e+12
Tc99[142.683] RadioactiveDecay 2 31197
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
- - 0 0
#END
Mo99 nCapture 1 342660
Tc99 RadioactiveDecay 1 9.61096e+12
Tc99[181.094] RadioactiveDecay 1 5.20813e-09
#END
Mo99 nCapture 2 342660
